fid,nome,geometriaaproximada,geocodigo,anodereferencia,utmepsg
1198,Casca,Não,"4304903",,31982
1199,Dois Lajeados,Não,"4306452",,31982
1200,Paverama,Não,"4314159",,31982
1201,Doutor Ricardo,Não,"4306759",,31982
1202,Fontoura Xavier,Não,"4308300",,31982
1203,Encantado,Não,"4306809",,31982
1204,Gentil,Não,"4308854",,31982
1205,Guaporé,Não,"4309407",,31982
1206,Poço das Antas,Não,"4314753",,31982
1207,Porto Lucena,Não,"4315008",,31981
1208,Ilópolis,Não,"4310306",,31982
1209,Itapuca,Não,"4310579",,31982
1210,Marques de Souza,Não,"4312054",,31982
1211,Montauri,Não,"4312351",,31982
1212,Muçum,Não,"4312609",,31982
1213,Nova Alvorada,Não,"4312757",,31982
1214,Nova Bréscia,Não,"4313003",,31982
1215,Pouso Novo,Não,"4315131",,31982
1216,Leoberto Leal,Não,"4209805",,31982
1217,Roca Sales,Não,"4315800",,31982
1218,Lindóia do Sul,Não,"4209854",,31982
1219,Novo Horizonte,Não,"4211652",,31982
1220,Palmitos,Não,"4212106",,31982
1221,Paraíso,Não,"4212239",,31982
1222,Santa Tereza,Não,"4317251",,31982
1223,Santo Antônio do Palma,Não,"4317558",,31982
1224,São José do Herval,Não,"4318465",,31982
1225,São Valentim do Sul,Não,"4319711",,31982
1226,Serafina Corrêa,Não,"4320404",,31982
1227,Travesseiro,Não,"4321626",,31982
1228,Vila Maria,Não,"4323408",,31982
1229,Fernandes Pinheiro,Não,"4107736",,31982
1230,Sertãozinho,Não,"2515930",,31985
1231,Gramado dos Loureiros,Não,"4309126",,31982
1232,Ibirapuitã,Não,"4309951",,31982
1233,Itatiba do Sul,Não,"4310702",,31982
1234,Jacutinga,Não,"4310900",,31982
1235,Não-Me-Toque,Não,"4312658",,31982
1236,Pinheirinho do Vale,Não,"4314498",,31982
1237,Ponte Preta,Não,"4314787",,31982
1238,Rio dos Índios,Não,"4315552",,31982
1239,Teutônia,Não,"4321451",,31982
1240,Altônia,Não,"4100509",,31982
1241,Bagé,Não,"4301602",,31981
1242,Santo Antônio do Içá,Não,"1303700",,31979
1243,São Paulo de Olivença,Não,"1303908",,31979
1244,Rodeio Bonito,Não,"4315909",,31982
1245,Ronda Alta,Não,"4316105",,31982
1246,Coqueiros do Sul,Não,"4305850",,31982
1247,Itamarati,Não,"1301951",,31979
1248,Cacequi,Não,"4302907",,31981
1249,Chuvisca,Não,"4305447",,31982
1250,Dom Feliciano,Não,"4306502",,31982
1251,Dom Pedrito,Não,"4306601",,31981
1252,Herval,Não,"4307104",,31982
1253,Hulha Negra,Não,"4309654",,31982
1254,Maçambará,Não,"4311718",,31981
1255,Manoel Viana,Não,"4311759",,31981
1256,Nova Esperança do Sul,Não,"4313037",,31981
1257,Pedro Osório,Não,"4314209",,31982
1258,Pirapó,Não,"4314555",,31981
1259,Quaraí,Não,"4315305",,31981
1260,Roque Gonzales,Não,"4316303",,31981
1261,Santo Antônio do Planalto,Não,"4317756",,31982
1262,São Valentim,Não,"4319703",,31982
1263,Sarandi,Não,"4320107",,31982
1264,Três Palmeiras,Não,"4321857",,31982
1265,Trindade do Sul,Não,"4321956",,31982
1266,Victor Graeff,Não,"4323200",,31982
1267,Barracão,Não,"4102604",,31982
1268,Rosário do Sul,Não,"4316402",,31981
1269,Campos Borges,Não,"4304101",,31982
1270,Humaitá,Não,"4309704",,31982
1271,Ibirubá,Não,"4310009",,31982
1272,Lagoa dos Três Cantos,Não,"4311270",,31982
1273,Normandia,Não,"1400407",,31974
1274,Bonfim,Não,"1400159",,31974
1275,Pracuúba,Não,"1600550",,31976
1276,Miraguaí,Não,"4312302",,31982
1277,Ponte Serrada,Não,"4213401",,31982
1278,Palmeiras do Tocantins,Não,"1713809",,31983
1279,Santa Cecília,Não,"4215505",,31982
1280,Mormaço,Não,"4312427",,31982
1281,Teixeiras,Não,"3168507",,31983
1282,Palmitinho,Não,"4313805",,31982
1283,Pinhal Grande,Não,"4314472",,31982
1284,Redentora,Não,"4315404",,31982
1285,Salto do Jacuí,Não,"4316451",,31982
1286,Santa Bárbara do Sul,Não,"4316709",,31982
1287,São Martinho,Não,"4319109",,31982
1288,Teófilo Otoni,Não,"3168606",,31984
1289,Sede Nova,Não,"4320230",,31982
1290,Selbach,Não,"4320305",,31982
1291,Tapera,Não,"4321006",,31982
1292,Tenente Portela,Não,"4321402",,31982
1293,Três Passos,Não,"4321907",,31982
1294,Tunas,Não,"4322152",,31982
1295,Timóteo,Não,"3168705",,31983
1296,Tiradentes,Não,"3168804",,31983
1297,Vista Alegre,Não,"4323507",,31982
1298,Augusto Pestana,Não,"4301503",,31981
1299,Alegria,Não,"4300455",,31981
1300,Nova Ramada,Não,"4313334",,31982
1301,Novo Machado,Não,"4313425",,31981
1302,Panambi,Não,"4313904",,31982
1303,Parobé,Não,"4314050",,31982
1304,Pejuçara,Não,"4314308",,31982
1305,Santa Rosa,Não,"4317202",,31981
1306,Santo Ângelo,Não,"4317509",,31981
1307,Morro Reuter,Não,"4312476",,31982
1308,Mostardas,Não,"4312500",,31982
1309,Santo Antônio da Patrulha,Não,"4317608",,31982
1310,Santo Augusto,Não,"4317806",,31982
1311,São José do Inhacorá,Não,"4318499",,31981
1312,São Valério do Sul,Não,"4319737",,31982
1313,Nova Hartz,Não,"4313060",,31982
1314,Nova Santa Rita,Não,"4313375",,31982
1315,Sete de Setembro,Não,"4320578",,31981
1316,Tiradentes do Sul,Não,"4321477",,31981
1317,Três Coroas,Não,"4321709",,31982
1318,Três de Maio,Não,"4321808",,31981
1319,Tucunduva,Não,"4322103",,31981
1320,Tupanciretã,Não,"4322202",,31981
1321,Tuparendi,Não,"4322301",,31981
1322,Alvorada,Não,"4300604",,31982
1323,Canoas,Não,"4304606",,31982
1324,Capivari do Sul,Não,"4304671",,31982
1325,Dois Irmãos,Não,"4306403",,31982
1326,Tocantins,Não,"3169000",,31983
1327,Esteio,Não,"4307708",,31982
1328,Glorinha,Não,"4309050",,31982
1329,Feliz,Não,"4308102",,31982
1330,Lindolfo Collor,Não,"4311627",,31982
1331,Gramado,Não,"4309100",,31982
1332,Gravataí,Não,"4309209",,31982
1333,Guaíba,Não,"4309308",,31982
1334,Novo Hamburgo,Não,"4313409",,31982
1335,Picada Café,Não,"4314423",,31982
1336,Portão,Não,"4314803",,31982
1337,Presidente Lucena,Não,"4315149",,31982
1338,Sertão Santana,Não,"4320552",,31982
1339,Sinimbu,Não,"4320677",,31982
1340,Tapes,Não,"4321105",,31982
1341,Turuçu,Não,"4322327",,31982
1342,Vale do Sol,Não,"4322533",,31982
1343,Salvador do Sul,Não,"4316501",,31982
1344,Santa Maria do Herval,Não,"4316956",,31982
1345,São José do Hortêncio,Não,"4318481",,31982
1346,Vale Verde,Não,"4322525",,31982
1347,Venâncio Aires,Não,"4322608",,31982
1348,São Leopoldo,Não,"4318705",,31982
1349,São Pedro da Serra,Não,"4319356",,31982
1350,Farol,Não,"4107553",,31982
1351,Paulicéia,Não,"3536406",,31982
1352,Santa Mercedes,Não,"3547106",,31982
1353,Rio Verde de Mato Grosso,Não,"5007406",,31981
1354,Rio Negro,Não,"5007307",,31981
1355,Calmon,Não,"4203154",,31982
1356,Frei Rogério,Não,"4205555",,31982
1357,Boqueirão do Leão,Não,"4302451",,31982
1358,Cachoeira do Sul,Não,"4303004",,31982
1359,Cacique Doble,Não,"4303202",,31982
1360,Candelária,Não,"4304200",,31982
1361,Cerro Branco,Não,"4305132",,31982
1362,Sapucaia do Sul,Não,"4320008",,31982
1363,Mariano Moro,Não,"4312005",,31982
1364,Quevedos,Não,"4315321",,31981
1365,Tavares,Não,"4321352",,31982
1366,Vitória das Missões,Não,"4323754",,31981
1367,Boa Vista da Aparecida,Não,"4103057",,31982
1368,Caiçara,Não,"4303400",,31982
1369,Canguçu,Não,"4304507",,31982
1370,Vale Real,Não,"4322541",,31982
1371,Viamão,Não,"4323002",,31982
1372,Cristal,Não,"4306056",,31982
1373,Herveiras,Não,"4309571",,31982
1374,Ibiraiaras,Não,"4309902",,31982
1375,Lagoão,Não,"4311254",,31982
1376,Minas do Leão,Não,"4312252",,31982
1377,Nova Prata,Não,"4313300",,31982
1378,Passo do Sobrado,Não,"4314076",,31982
1379,Pelotas,Não,"4314407",,31982
1380,Protásio Alves,Não,"4315172",,31982
1381,Rio Pardo,Não,"4315701",,31982
1382,Saldanha Marinho,Não,"4316436",,31982
1383,Santa Cruz do Sul,Não,"4316808",,31982
1384,São José do Norte,Não,"4318507",,31982
1385,São Lourenço do Sul,Não,"4318804",,31982
1386,Ibarama,Não,"4309753",,31982
1387,Maximiliano de Almeida,Não,"4312203",,31982
1388,Novo Cabrais,Não,"4313391",,31982
1389,Paim Filho,Não,"4313607",,31982
1390,Passa Sete,Não,"4314068",,31982
1391,Progresso,Não,"4315156",,31982
1392,São José do Ouro,Não,"4318606",,31982
1393,Sobradinho,Não,"4320701",,31982
1394,Espigão Alto do Iguaçu,Não,"4107546",,31982
1395,Lagoa Vermelha,Não,"4311304",,31982
1396,Marcelino Ramos,Não,"4311908",,31982
1397,Caiçara,Não,"2503605",,31985
1398,Rolante,Não,"4316006",,31982
1399,Sananduva,Não,"4316600",,31982
1400,Santo Expedito do Sul,Não,"4317954",,31982
1401,São Francisco de Paula,Não,"4318200",,31982
1402,São João da Urtiga,Não,"4318424",,31982
1403,Severiano de Almeida,Não,"4320602",,31982
1404,Carlos Gomes,Não,"4304853",,31982
1405,Centenário,Não,"4305116",,31982
1406,Dona Francisca,Não,"4306700",,31982
1407,Encruzilhada do Sul,Não,"4306908",,31982
1408,Cristal do Sul,Não,"4306072",,31982
1409,Faxinal do Soturno,Não,"4308003",,31982
1410,Frederico Westphalen,Não,"4308508",,31982
1411,Silveira Martins,Não,"4320651",,31982
1412,Itaara,Não,"4310538",,31982
1413,Jaboticaba,Não,"4310850",,31982
1414,Santo Cristo,Não,"4317905",,31981
1415,São Gabriel,Não,"4318309",,31981
1416,São Martinho da Serra,Não,"4319125",,31982
1417,São Pedro do Sul,Não,"4319406",,31981
1418,São Sepé,Não,"4319604",,31982
1419,Lajeado do Bugre,Não,"4311429",,31982
1420,Liberato Salzano,Não,"4311601",,31982
1421,Nicolau Vergueiro,Não,"4312674",,31982
1422,Senador Salgado Filho,Não,"4320321",,31981
1423,Nova Boa Vista,Não,"4312955",,31982
1424,Nova Palma,Não,"4313102",,31982
1425,Novo Barreiro,Não,"4313490",,31982
1426,Novo Tiradentes,Não,"4313441",,31982
1427,Piratini,Não,"4314605",,31982
1428,Restinga Sêca,Não,"4315503",,31982
1429,Paty do Alferes,Não,"3303856",,31983
1430,Sagrada Família,Não,"4316428",,31982
1431,Santana da Boa Vista,Não,"4317004",,31982
1432,São Pedro da Aldeia,Não,"3305208",,31983
1433,São Sebastião do Alto,Não,"3305307",,31983
1434,Santo Antônio de Pádua,Não,"3304706",,31983
1435,Três Rios,Não,"3306008",,31983
1436,Major Gercino,Não,"4210209",,31982
1437,Itapiranga,Não,"4208401",,31982
1438,São José das Missões,Não,"4318457",,31982
1439,Seberi,Não,"4320206",,31982
1440,Taquaruçu do Sul,Não,"4321329",,31982
1441,Três Arroios,Não,"4321634",,31982
1442,Viadutos,Não,"4322905",,31982
1443,Itiquira,Não,"5104609",,31981
1444,Tupi Paulista,Não,"3555109",,31982
1445,Alto Garças,Não,"5100409",,31982
1446,Barão do Triunfo,Não,"4301750",,31982
1447,Caibaté,Não,"4303301",,31981
1448,Cândido Godói,Não,"4304309",,31981
1449,Candiota,Não,"4304358",,31982
1450,Cerro Largo,Não,"4305207",,31981
1451,Formigueiro,Não,"4308409",,31982
1452,Ladário,Não,"5005202",,31981
1453,Corumbá,Não,"5003207",,31981
1454,Bodoquena,Não,"5002159",,31981
1455,Rio Brilhante,Não,"5007208",,31981
1456,Maracaju,Não,"5005400",,31981
1457,Guarani das Missões,Não,"4309506",,31981
1458,Jaguarão,Não,"4311007",,31982
1459,Lavras do Sul,Não,"4311502",,31981
1460,Mata,Não,"4312104",,31981
1461,Porto Mauá,Não,"4315057",,31981
1462,Douradina,Não,"5003504",,31981
1463,Itaporã,Não,"5004502",,31981
1464,Dourados,Não,"5003702",,31981
1465,Porto Vera Cruz,Não,"4315073",,31981
1466,Santa Maria,Não,"4316907",,31982
1467,Toropi,Não,"4321493",,31981
1468,Caarapó,Não,"5002407",,31981
1469,Laguna Carapã,Não,"5005251",,31981
1470,Nioaque,Não,"5005806",,31981
1471,Alcinópolis,Não,"5000252",,31982
1472,Água Clara,Não,"5000203",,31982
1473,Ribas do Rio Pardo,Não,"5007109",,31982
1474,Bandeirantes,Não,"5001508",,31981
1475,Angélica,Não,"5000856",,31982
1476,Ivinhema,Não,"5004700",,31982
1477,Novo Horizonte do Sul,Não,"5006259",,31982
1478,Deodápolis,Não,"5003454",,31981
1479,Ubiretama,Não,"4322343",,31981
1480,Alvorada do Sul,Não,"4100806",,31982
1481,Porecatu,Não,"4120002",,31982
1482,Campina das Missões,Não,"4303707",,31981
1483,Juara,Não,"5105101",,31981
1484,Nova Ubiratã,Não,"5106240",,31981
1485,Lucas do Rio Verde,Não,"5105259",,31981
1486,Nova Mutum,Não,"5106224",,31981
1487,Nova Marilândia,Não,"5108857",,31981
1488,Nova Olímpia,Não,"5106232",,31981
1489,Nortelândia,Não,"5106000",,31981
1490,Planalto da Serra,Não,"5106455",,31981
1491,Porto dos Gaúchos,Não,"5106802",,31981
1492,Pontal do Araguaia,Não,"5106653",,31982
1493,Ribeirão Cascalheira,Não,"5107180",,31982
1494,Querência,Não,"5107065",,31982
1495,Santo Afonso,Não,"5107263",,31981
1496,São José do Xingu,Não,"5107354",,31982
1497,União do Sul,Não,"5108303",,31981
1498,Tapurah,Não,"5108006",,31981
1499,Tangará da Serra,Não,"5107958",,31981
1500,São José do Rio Claro,Não,"5107305",,31981
1501,Feliz Natal,Não,"5103700",,31982
1502,Gaúcha do Norte,Não,"5103858",,31982
1503,General Carneiro,Não,"5103908",,31982
1504,Guiratinga,Não,"5104203",,31982
1505,Jangada,Não,"5104906",,31981
1506,Nova Xavantina,Não,"5106257",,31982
1507,Nova Guarita,Não,"5108808",,31981
1508,Juscimeira,Não,"5105200",,31981
1509,Nobres,Não,"5105903",,31981
1510,Paranatinga,Não,"5106307",,31981
1511,Novo São Joaquim,Não,"5106281",,31982
1512,Poconé,Não,"5106505",,31981
1513,Ponte Branca,Não,"5106703",,31982
1514,Ribeirãozinho,Não,"5107198",,31982
1515,Charqueadas,Não,"4305355",,31982
1516,Cruzeiro do Sul,Não,"4306205",,31982
1517,Primavera do Leste,Não,"5107040",,31981
1518,Santa Carmem,Não,"5107248",,31981
1519,Porto Estrela,Não,"5106851",,31981
1520,Salto do Céu,Não,"5107750",,31981
1521,Rondonópolis,Não,"5107602",,31981
1522,Torixoréu,Não,"5108204",,31982
1523,Terra Nova do Norte,Não,"5108055",,31981
1524,Vera,Não,"5108501",,31981
1525,Sorriso,Não,"5107925",,31981
1526,São Pedro da Cipa,Não,"5107404",,31981
1527,Magda,Não,"3528304",,31982
1528,Bom Jesus do Araguaia,Não,"5101852",,31982
1529,Nova Brasilândia,Não,"5106208",,31981
1530,Lambari D'Oeste,Não,"5105234",,31981
1531,Reserva do Cabaçal,Não,"5107156",,31981
1532,São José dos Quatro Marcos,Não,"5107107",,31981
1533,Alto Boa Vista,Não,"5100359",,31982
1534,Cocalinho,Não,"5103106",,31982
1535,Canarana,Não,"5102702",,31982
1536,Brasnorte,Não,"5101902",,31981
1537,Alto Paraguai,Não,"5100508",,31981
1538,Campo Verde,Não,"5102678",,31981
1539,Campo Novo do Parecis,Não,"5102637",,31981
1540,Arenápolis,Não,"5101308",,31981
1541,Araguaiana,Não,"5101001",,31982
1542,Estrela,Não,"4307807",,31982
1543,Fazenda Vilanova,Não,"4308078",,31982
1544,General Câmara,Não,"4308805",,31982
1545,Barra do Garças,Não,"5101803",,31982
1546,Água Boa,Não,"5100201",,31982
1547,Alta Floresta,Não,"5100250",,31981
1548,Cláudia,Não,"5103056",,31981
1549,Colíder,Não,"5103205",,31981
1550,Barra do Bugres,Não,"5101704",,31981
1551,Lajeado,Não,"4311403",,31982
1552,Chapada dos Guimarães,Não,"5103007",,31981
1553,Acorizal,Não,"5100102",,31981
1554,Barão de Melgaço,Não,"5101605",,31981
1555,Araputanga,Não,"5101258",,31981
1556,Alto Araguaia,Não,"5100300",,31982
1557,Águas Mornas,Não,"4200606",,31982
1558,Maratá,Não,"4311791",,31982
1559,Mariana Pimentel,Não,"4311981",,31982
1560,Ilhota,Não,"4207106",,31982
1561,Pareci Novo,Não,"4314035",,31982
1562,Guatambú,Não,"4206652",,31982
1563,Galvão,Não,"4205605",,31982
1564,Imbituba,Não,"4207304",,31982
1565,Ituporanga,Não,"4208500",,31982
1566,Santa Clara do Sul,Não,"4316758",,31982
1567,São Jerônimo,Não,"4318408",,31982
1568,Sério,Não,"4320453",,31982
1569,Taquari,Não,"4321303",,31982
1570,Cordilheira Alta,Não,"4204350",,31982
1571,Guaraciaba,Não,"4206405",,31982
1572,Ibicaré,Não,"4206801",,31982
1573,Salvador das Missões,Não,"4316477",,31981
1574,Santiago,Não,"4317400",,31981
1575,Santo Antônio das Missões,Não,"4317707",,31981
1576,São Borja,Não,"4318002",,31981
1577,São Luiz Gonzaga,Não,"4318903",,31981
1578,São Miguel das Missões,Não,"4319158",,31981
1579,São Nicolau,Não,"4319208",,31981
1580,São Pedro do Butiá,Não,"4319372",,31981
1581,Unistalda,Não,"4322376",,31981
1582,Uruguaiana,Não,"4322400",,31981
1583,Alcantil,Não,"2500536",,31984
1584,Umuarama,Não,"4128104",,31982
1585,Envira,Não,"1301506",,31979
1586,Uiramutã,Não,"1400704",,31974
1587,Barra do Quaraí,Não,"4301875",,31981
1588,Pacaraima,Não,"1400456",,31974
1589,Herval d'Oeste,Não,"4206702",,31982
1590,Concórdia,Não,"4204301",,31982
1591,Caçador,Não,"4203006",,31982
1592,Grão-Pará,Não,"4206108",,31982
1593,Almirante Tamandaré,Não,"4100400",,31982
1594,Araruna,Não,"4101705",,31982
1595,Maturéia,Não,"2509396",,31984
1596,Riacho de Santo Antônio,Não,"2512788",,31984
1597,Cerro Corá,Não,"2402709",,31984
1598,Rio Novo,Não,"3155405",,31983
1599,Tabuleiro,Não,"3167905",,31983
1600,Faxinal,Não,"4107603",,31982
1601,Belford Roxo,Não,"3300456",,31983
1602,Barra Mansa,Não,"3300407",,31983
1603,Mangaratiba,Não,"3302601",,31983
1604,Queimados,Não,"3304144",,31983
1605,Frei Inocêncio,Não,"3126901",,31984
1606,Ilhabela,Não,"3520400",,31983
1607,Caldas Brandão,Não,"2503803",,31985
1608,Itaquaquecetuba,Não,"3523107",,31983
1609,Mogi das Cruzes,Não,"3530607",,31983
1610,São Sebastião,Não,"3550704",,31983
1611,Couto Magalhães,Não,"1706001",,31982
1612,Araguatins,Não,"1702208",,31982
1613,Nova Nazaré,Não,"5106174",,31982
1614,Rio Branco,Não,"5107206",,31981
1615,Ipueiras,Não,"1709807",,31982
1616,São Valério,Não,"1720499",,31982
1617,Jaraguari,Não,"5004908",,31981
1618,Várzea Grande,Não,"5108402",,31981
1619,Mirassol d'Oeste,Não,"5105622",,31981
1620,Campinápolis,Não,"5102603",,31982
1621,Esperantinópolis,Não,"2104008",,31983
1622,Borborema,Não,"2502706",,31985
1623,Belém do São Francisco,Não,"2601607",,31984
1624,Campina Grande,Não,"2504009",,31985
1625,Santa Luzia,Não,"3157807",,31983
1626,Juarez Távora,Não,"2507606",,31985
1627,Massaranduba,Não,"2509206",,31985
1628,Remígio,Não,"2512705",,31985
1629,Passagem,Não,"2409209",,31985
1630,Pedra Azul,Não,"3148707",,31984
1631,Salto da Divisa,Não,"3157104",,31984
1632,Lagoa d'Anta,Não,"2406205",,31985
1633,São Félix de Balsas,Não,"2110807",,31983
1634,Caxias,Não,"2103000",,31983
1635,Itacuruba,Não,"2607406",,31984
1636,Juripiranga,Não,"2507903",,31985
1637,Caaporã,Não,"2503001",,31985
1638,Cabedelo,Não,"2503209",,31985
1639,Ernestina,Não,"4307054",,31982
1640,Ipatinga,Não,"3131307",,31983
1641,Nova Lima,Não,"3144805",,31983
1642,Ouro Preto,Não,"3146107",,31983
1643,Piumhi,Não,"3151503",,31983
1644,Sabará,Não,"3156700",,31983
1645,Sete Lagoas,Não,"3167202",,31983
1646,Carambeí,Não,"4104659",,31982
1647,Salto do Itararé,Não,"4122909",,31982
1648,Pompéu,Não,"3152006",,31983
1649,Arroio dos Ratos,Não,"4301107",,31982
1650,Confins,Não,"3117876",,31983
1651,Corinto,Não,"3119104",,31983
1652,Garibaldi,Não,"4308607",,31982
1653,Independência,Não,"4310405",,31981
1654,Itacurubi,Não,"4310553",,31981
1655,Ivoti,Não,"4310801",,31982
1656,Nova Petrópolis,Não,"4313201",,31982
1657,Rio Grande,Não,"4315602",,31982
1658,São Sebastião do Caí,Não,"4319505",,31982
1659,Cristiano Otoni,Não,"3120409",,31983
1660,Vera Cruz,Não,"4322707",,31982
1661,Trombudo Central,Não,"4218608",,31982
1662,Urubici,Não,"4218905",,31982
1663,Cachoeirinha,Não,"4303103",,31982
1664,Campo Bom,Não,"4303905",,31982
1665,Ministro Andreazza,Não,"1101203",,31980
1666,Mirante da Serra,Não,"1101302",,31980
1667,Xanxerê,Não,"4219507",,31982
1668,Xaxim,Não,"4219705",,31982
1669,Canela,Não,"4304408",,31982
1670,Capão do Leão,Não,"4304663",,31982
1671,Caxias do Sul,Não,"4305108",,31982
1672,Carazinho,Não,"4304705",,31982
1673,Cerrito,Não,"4305124",,31982
1674,Brasiléia,Não,"1200104",,31979
1675,Epitaciolândia,Não,"1200252",,31979
1676,Cidreira,Não,"4305454",,31982
1677,Colinas,Não,"4305587",,31982
1678,Tabaí,Não,"4320859",,31982
1679,Tupandi,Não,"4322251",,31982
1680,União da Serra,Não,"4322350",,31982
1681,Itueta,Não,"3134103",,31984
1682,Alegrete,Não,"4300406",,31981
1683,Vilhena,Não,"1100304",,31980
1684,Alto Alegre dos Parecis,Não,"1100379",,31980
1685,Santa Rosa do Purus,Não,"1200435",,31979
1686,Sena Madureira,Não,"1200500",,31979
1687,Marechal Thaumaturgo,Não,"1200351",,31978
1688,Coari,Não,"1301209",,31980
1689,Guajará,Não,"1301654",,31978
1690,Carauari,Não,"1301001",,31979
1691,Caracaraí,Não,"1400209",,31974
1692,Anajás,Não,"1500701",,31982
1693,Monte Alegre,Não,"1504802",,31981
1694,Mazagão,Não,"1600402",,31982
1695,Piraí,Não,"3304003",,31983
1696,Rolim de Moura,Não,"1100288",,31980
1697,Guajará-Mirim,Não,"1100106",,31980
1698,Careiro,Não,"1301100",,31980
1699,Tatuí,Não,"3554003",,31983
1700,Manaquiri,Não,"1302553",,31980
1701,Beruri,Não,"1300631",,31980
1702,Apiacás,Não,"5100805",,31981
1703,Carlinda,Não,"5102793",,31981
1704,Nova Monte Verde,Não,"5108956",,31981
1705,Matupá,Não,"5105606",,31981
1706,Nova Canaã do Norte,Não,"5106216",,31981
1707,Aveiro,Não,"1501006",,31981
1708,Anapu,Não,"1500859",,31982
1709,Cametá,Não,"1502103",,31982
1710,Gurupá,Não,"1503101",,31982
1711,Muaná,Não,"1504901",,31982
1712,Manoel Urbano,Não,"1200344",,31979
1713,Assis Brasil,Não,"1200054",,31979
1714,Jordão,Não,"1200328",,31979
1715,Feijó,Não,"1200302",,31979
1716,Tarauacá,Não,"1200609",,31979
1717,Plácido de Castro,Não,"1200385",,31979
1718,Bujari,Não,"1200138",,31979
1719,Silves,Não,"1304005",,31981
1720,Uarini,Não,"1304260",,31980
1721,Parintins,Não,"1303403",,31981
1722,Tabatinga,Não,"1304062",,31979
1723,Boa Vista do Ramos,Não,"1300680",,31981
1724,Barcelos,Não,"1300409",,31980
1725,Careiro da Várzea,Não,"1301159",,31981
1726,Nova Olinda do Norte,Não,"1303106",,31981
1727,Maués,Não,"1302900",,31981
1728,Paraíso do Sul,Não,"4314027",,31982
1729,Manacapuru,Não,"1302504",,31980
1730,Urucurituba,Não,"1304401",,31981
1731,Fernando de Noronha,Não,"2605459",,31985
1732,Balneário Barra do Sul,Não,"4202057",,31982
1733,Barreirinha,Não,"1300508",,31981
1734,Urucará,Não,"1304302",,31981
1735,São Sebastião do Uatumã,Não,"1303957",,31981
1736,Itapiranga,Não,"1302009",,31981
1737,Itacoatiara,Não,"1301902",,31981
1738,Codajás,Não,"1301308",,31980
1739,Borba,Não,"1300805",,31981
1740,Novo Aripuanã,Não,"1303304",,31980
1741,Apuí,Não,"1300144",,31981
1742,Humaitá,Não,"1301704",,31980
1743,Lábrea,Não,"1302405",,31980
1744,Pauini,Não,"1303502",,31979
1745,Iranduba,Não,"1301852",,31980
1746,Anori,Não,"1300102",,31980
1747,Tonantins,Não,"1304237",,31979
1748,São Gabriel da Cachoeira,Não,"1303809",,31973
1749,Canutama,Não,"1300904",,31980
1750,Santa Isabel do Rio Negro,Não,"1303601",,31980
1751,Maraã,Não,"1302801",,31980
1752,Alvarães,Não,"1300029",,31980
1753,Tefé,Não,"1304203",,31980
1754,Novo Airão,Não,"1303205",,31980
1755,Caapiranga,Não,"1300839",,31980
1756,Timbó,Não,"4218202",,31982
1757,Barra Bonita,Não,"4202099",,31982
1758,Rancho Queimado,Não,"4214300",,31982
1759,São Francisco do Sul,Não,"4216206",,31982
1760,Anamã,Não,"1300086",,31980
1761,Presidente Figueiredo,Não,"1303536",,31980
1762,Nhamundá,Não,"1303007",,31981
1763,Rio Preto da Eva,Não,"1303569",,31981
1764,Autazes,Não,"1300300",,31981
1765,Balneário Camboriú,Não,"4202008",,31982
1766,Barracão,Não,"4301800",,31982
1767,Mucajaí,Não,"1400308",,31974
1768,Iracema,Não,"1400282",,31974
1769,Cantá,Não,"1400175",,31974
1770,Caroebe,Não,"1400233",,31975
1771,São João da Baliza,Não,"1400506",,31975
1772,São Luiz,Não,"1400605",,31974
1773,Campo Erê,Não,"4203501",,31982
1774,Monte Negro,Não,"1101401",,31980
1775,Pimenta Bueno,Não,"1100189",,31980
1776,Monte Carlo,Não,"4211058",,31982
1777,Primavera de Rondônia,Não,"1101476",,31980
1778,Presidente Médici,Não,"1100254",,31980
1779,São Francisco do Guaporé,Não,"1101492",,31980
1780,Theobroma,Não,"1101609",,31980
1781,Cacaulândia,Não,"1100601",,31980
1782,Espigão D'Oeste,Não,"1100098",,31980
1783,Chupinguaia,Não,"1100924",,31980
1784,Governador Jorge Teixeira,Não,"1101005",,31980
1785,Alta Floresta D'Oeste,Não,"1100015",,31980
1786,Cabixi,Não,"1100031",,31980
1787,Cerejeiras,Não,"1100056",,31980
1788,Corumbiara,Não,"1100072",,31980
1789,Candeias do Jamari,Não,"1100809",,31980
1790,Ariquemes,Não,"1100023",,31980
1791,Alto Paraíso,Não,"1100403",,31980
1792,Buritis,Não,"1100452",,31980
1793,Campo Novo de Rondônia,Não,"1100700",,31980
1794,Costa Marques,Não,"1100080",,31980
1795,Itapuã do Oeste,Não,"1101104",,31980
1796,Colorado do Oeste,Não,"1100064",,31980
1797,Cacoal,Não,"1100049",,31980
1798,Ji-Paraná,Não,"1100122",,31980
1799,Cruzeiro do Sul,Não,"1200203",,31978
1800,Rodrigues Alves,Não,"1200427",,31978
1801,Porto Walter,Não,"1200393",,31978
1802,Mâncio Lima,Não,"1200336",,31978
1803,Porto Acre,Não,"1200807",,31979
1804,Senador Guiomard,Não,"1200450",,31979
1805,Capixaba,Não,"1200179",,31979
1806,Xapuri,Não,"1200708",,31979
1807,Juruti,Não,"1503903",,31981
1808,Marabá,Não,"1504208",,31982
1809,Soure,Não,"1507904",,31982
1810,Santarém,Não,"1506807",,31981
